filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
184__[voi][dru][pop_roc]2303__3.wav,0.3867041766643524,0.12861399352550507,2249.5280181940675,2762.297425330506,4551.071579391892,0.04955771899131274,-166.447998046875,158.79237365722656,-43.18798828125,34.14689254760742,-12.183100700378418,17.36953353881836,4.96534538269043,25.084314346313477,3.2778208255767822,13.194461822509766,0.20931310951709747,-0.5823445320129395,1.0590829849243164,-2.418123483657837,1.6351914405822754,7.046939849853516,7.682434558868408,7.803284645080566,9.067214012145996,-7.678632736206055
[pia][cla]1346__3.wav,0.18584920465946198,0.026634879410266876,1079.57477752484,1311.3338339358309,1549.7255067567567,0.03514116795366795,-462.36578369140625,184.49691772460938,12.340327262878418,-28.16592025756836,-0.4139956831932068,1.663094162940979,-5.159698963165283,-3.682142496109009,-2.4603402614593506,3.0632221698760986,7.8154191970825195,-2.8660385608673096,-15.226049423217773,-7.62826681137085,6.942117214202881,9.84860610961914,9.272764205932617,11.786918640136719,10.917019844055176,4.938406944274902
137__[gel][dru][pop_roc]0940__1.wav,0.41933155059814453,0.20666591823101044,2704.3287250076587,2810.4311663157146,5011.915382179054,0.07462596525096525,-75.79013061523438,154.71673583984375,-67.33368682861328,42.169769287109375,-5.381921768188477,18.436588287353516,-12.053080558776855,27.784133911132812,-2.0675840377807617,15.811236381530762,0.3457423746585846,-0.2915414869785309,-0.6192681789398193,8.363917350769043,10.729490280151367,0.98411625623703,2.4246692657470703,-2.8825936317443848,2.514223098754883,-1.8851640224456787
[vio][jaz_blu]2092__2.wav,0.3977169394493103,0.11532063782215118,2005.9990678309632,3406.3349492561742,4311.2964527027025,0.026061776061776062,-238.14724731445312,147.62301635742188,18.959758758544922,37.7747802734375,-10.222408294677734,18.236080169677734,-9.799320220947266,21.11125946044922,-3.854264497756958,10.142061233520508,-0.01918901689350605,8.683557510375977,-2.958164691925049,6.112041473388672,1.3333436250686646,3.4955828189849854,3.9705193042755127,8.97009563446045,14.597343444824219,15.041951179504395
[flu][cla]0441__1.wav,0.17572547495365143,0.15005655586719513,2091.711738295187,2478.2208183974203,3906.0731630067567,0.044588184724903474,-183.3100128173828,150.67076110839844,-45.95561981201172,31.691715240478516,-24.482847213745117,7.936141490936279,-20.457597732543945,-0.2383829653263092,-4.517944812774658,2.994727373123169,3.0260400772094727,12.899913787841797,5.935153007507324,-0.7658447623252869,-2.844482183456421,-10.044590950012207,-9.106974601745605,-5.923380374908447,1.311693549156189,-5.109927654266357
[gac][pop_roc]0599__1.wav,0.4495684504508972,0.15022578835487366,1759.978834766481,2303.4838152791663,3874.8957453547296,0.03943389539092664,-177.8583526611328,183.40475463867188,-39.459415435791016,61.42348098754883,-1.43027925491333,3.493579387664795,-2.6791927814483643,6.344858646392822,5.506114959716797,8.115071296691895,-9.780936241149902,-11.26390266418457,-0.6084641814231873,-2.1443591117858887,0.1630411595106125,0.5742514729499817,1.2383999824523926,-4.593567848205566,-0.391350120306015,0.6043326258659363
135__[voi][dru][pop_roc]2292__2.wav,0.5510076880455017,0.2621944844722748,2921.2635208415636,3261.045864873431,6121.997730152027,0.06578977135617761,-51.43340301513672,149.6483612060547,-45.19315719604492,57.66566848754883,-4.149300575256348,29.256607055664062,-18.355287551879883,14.547687530517578,-10.478965759277344,11.619656562805176,-2.23585844039917,8.834659576416016,-6.941681385040283,0.433173805475235,0.03639274090528488,-4.75742769241333,3.425178289413452,-2.1599647998809814,6.425997734069824,-6.133025169372559
[pia][cla]1291__1.wav,0.2512364983558655,0.0353102870285511,924.2437702795625,1013.5434475786408,1182.4139569256756,0.03638920728764479,-415.7513427734375,240.1870574951172,1.3759232759475708,-17.62848472595215,-17.971193313598633,-20.509071350097656,-9.993260383605957,-3.295924425125122,0.4522966742515564,5.150789260864258,3.584059238433838,-7.856344223022461,-9.213899612426758,-8.680828094482422,-5.075597763061523,0.6931148767471313,3.179995536804199,1.4452677965164185,0.7146896719932556,9.042940139770508
[voi][pop_roc]2509__1.wav,0.3517003059387207,0.13891112804412842,2266.2024171358416,2925.9496851975764,4508.1714527027025,0.04513679416023166,-200.51747131347656,151.25546264648438,-27.14006805419922,50.17849349975586,9.843229293823242,31.014755249023438,-18.94700813293457,11.949935913085938,-8.257486343383789,-0.524634063243866,1.4706501960754395,-1.4033393859863281,-3.1032357215881348,-5.522148132324219,-5.534698009490967,-8.634575843811035,-2.433258056640625,-9.677189826965332,-5.450479030609131,-16.299213409423828
027__[voi][dru][cou_fol]2378__3.wav,0.3517618775367737,0.24222971498966217,2086.6419530538797,2809.353033888548,4229.2374894425675,0.03997684905888031,-112.83839416503906,170.49432373046875,-22.304319381713867,46.724308013916016,-19.93804168701172,26.93950843811035,-10.08414077758789,4.919558525085449,-8.94084358215332,6.0848469734191895,-7.620540618896484,-2.746427059173584,0.27823829650878906,2.759366273880005,2.7037065029144287,-3.5605642795562744,-0.5012884736061096,-5.3660807609558105,0.65500807762146,-4.803230285644531
